IdCliente,Nombre,Apellido,Correo,Telefono,Ciudad,Estado,Pais,Activo,FechaRegistro
398,Miguel,Núñez,miguel.nunez398@ventas.net,7227922514,Querétaro,Querétaro,México,1,2021-05-19
896,MÓNICA,López,monica.lopez896@empresa.com,7227327279,León,Guanajuato,México,1,2026-04-11
546,Zoë,Pérez,zoe.perez546@correo.mx,7222633505,Metepec,Estado de México,México,1,2022-09-29
446,Renée,Pérez,renee.perez446@empresa.com,7222936862,Querétaro,Querétaro,México,1,2024-11-25
306,Sofía,Hernández,sofia.hernandez306@empresa.com,7226366550,Tijuana,Baja California,México,1,2025-05-24
94,fernando,Pérez,,7223550893,Toluca,Estado de México,México,1,2025-04-26
470,Ángel,Ramírez,angel.ramirez470@ventas.net,7224354071,León,Guanajuato,México,1,2025-09-06
844,ramón,Ramírez,ramon.ramirez844@correo.mx,7221420987,Monterrey,Nuevo León,México,1,2021-05-27
265,  ÓSCAR  ,Torres,oscar.torres265@empresa.com,7229528924,Guadalajara,Jalisco,México,1,2024-11-12
489,Óscar,Muñoz,oscar.munoz489@example.org,7225624093,Monterrey,Nuevo León,México,1,2023-11-28
491,MÓNICA,O'Connor,monica.oconnor491@empresa.com,7226526165,Mérida,Yucatán,México,1,2024-12-31
825,Lucía,Ramírez,lucia.ramirez825@correo.mx,7224726146,Metepec,Estado de México,México,1,2026-02-14
622,Óscar,Pérez,oscar.perez622@example.org,7227908276,León,Guanajuato,México,1,2021-03-07
100,Ana,castillo,,7228394008,Guadalajara,Jalisco,México,1,2025-12-06
289,Lucía,  Vargas  ,lucia.vargas289@empresa.com,7223476099,CDMX,Ciudad de México,México,1,2023-05-24
548,Luis,García,luis.garcia548@example.org,7225876010,Mérida,Yucatán,México,1,2023-05-17
38,DANIELA,Martínez,,7222700016,Puebla,Puebla,México,0,2022-03-18
232,Zoë,castillo,zoe.castillo232@ventas.net,7224419639,Mérida,Yucatán,México,1,2026-03-05
622,Óscar,Pérez,oscar.perez622@example.org,7227908276,León,Guanajuato,México,1,2021-03-07
120,fernando,Torres,fernando.torres120@correo.mx,7225723638,Monterrey,Nuevo León,México,1,2025-02-26
613,Renée,O'Connor,renee.oconnor613@example.org,7225543740,Tijuana,Baja California,México,1,2024-05-10
693,ramón,  Vargas  ,ramon.vargas693@empresa.com,7227946236,Puebla,Puebla,México,1,2023-04-22
169,  laura  ,castillo,laura.castillo169@example.org,7224423300,Tijuana,Baja California,México,1,2023-06-03
402,Miguel,Hernández,miguel.hernandez402@ventas.net,7229102661,Metepec,Estado de México,México,1,2025-08-11
238,Lucía,Hernández,lucia.hernandez238@example.org,7228091181,Toluca,Estado de México,México,1,2025-06-03
597,Lucía,Ramírez,lucia.ramirez597@example.org,7221961607,Puebla,Puebla,México,1,2024-04-09
690,  JORGE  ,  Vargas  ,jorge.vargas690@ventas.net,7224853290,Querétaro,Querétaro,México,1,2025-09-28
182,Renée,Torres,renee.torres182@example.org,7227622866,Querétaro,Querétaro,México,1,2025-01-09
598,fernando,Torres,fernando.torres598@example.org,7223448185,Mérida,Yucatán,México,1,2021-10-06
196,Ángel,Muñoz,angel.munoz196@ventas.net,7226531635,Toluca,Estado de México,México,1,2024-07-06
659,Carlos,  Vargas  ,carlos.vargas659@ventas.net,7222375929,Toluca,Estado de México,México,1,2022-06-12
819,fernando,DÍAZ,fernando.diaz819@example.org,7229257601,Tijuana,Baja California,México,1,2026-04-19
619,MÓNICA,García,monica.garcia619@example.org,7223642277,Puebla,Puebla,México,1,2026-03-20
472,Renée,De la Cruz,renee.delacruz472@empresa.com,7229300546,Monterrey,Nuevo León,México,1,2021-12-14
412,Valeria,castillo,valeria.castillo412@empresa.com,7226795449,Mérida,Yucatán,México,1,2024-09-05
676,Carlos,Martínez,carlos.martinez676@correo.mx,7226888576,León,Guanajuato,México,1,2025-01-08
568,fernando,DÍAZ,fernando.diaz568@empresa.com,7226424914,Monterrey,Nuevo León,México,1,2023-03-25
544,Jorge,O'Connor,jorge.oconnor544@empresa.com,7222087946,León,Guanajuato,México,1,2026-01-30
827,Iñaki,Pérez,inaki.perez827@example.org,7224386031,Metepec,Estado de México,México,1,2025-06-01
608,Jorge,Núñez,jorge.nunez608@ventas.net,7225188994,CDMX,Ciudad de México,México,1,2022-10-09
517,MÓNICA,Hernández,monica.hernandez517@correo.mx,7221146376,Metepec,Estado de México,México,1,2021-08-20
481,Miguel,Hernández,miguel.hernandez481@empresa.com,7223552749,Querétaro,Querétaro,México,1,2025-05-09
249,Luis,Pérez,luis.perez249@correo.mx,7222564675,Toluca,Estado de México,México,1,2025-06-19
357,Ángel,Hernández,angel.hernandez357@empresa.com,7224838652,Toluca,Estado de México,México,1,2025-11-24
16,María,Muñoz,,7226231181,León,Guanajuato,México,0,2024-07-14
211,fernando,Ramírez,fernando.ramirez211@ventas.net,7228422578,León,Guanajuato,México,1,2025-07-12
31,José,  Vargas  ,,7224315994,Monterrey,Nuevo León,México,0,2022-11-09
12,Iñaki,Ramírez,,7229752774,CDMX,Ciudad de México,México,0,2025-03-15
881,Zoë,Núñez,zoe.nunez881@example.org,7229496363,Querétaro,Querétaro,México,1,2026-01-22
553,José,López,jose.lopez553@correo.mx,7228350465,Monterrey,Nuevo León,México,1,2022-10-06
826,José,Hernández,jose.hernandez826@empresa.com,7223179467,CDMX,Ciudad de México,México,1,2024-05-17
798,Luis,López,luis.lopez798@example.org,7226123761,Querétaro,Querétaro,México,1,2023-05-25
734,DANIELA,Muñoz,daniela.munoz734@ventas.net,7223974434,León,Guanajuato,México,1,2021-08-29
303,MÓNICA,De la Cruz,monica.delacruz303@example.org,7223683621,Toluca,Estado de México,México,1,2025-10-01
89,Miguel,Pérez,,7225471066,Mérida,Yucatán,México,1,2023-05-06
284,Ana,López,ana.lopez284@ventas.net,7228907489,Mérida,Yucatán,México,1,2021-08-28
787,Renée,Sánchez,renee.sanchez787@empresa.com,7226585514,Metepec,Estado de México,México,1,2023-02-08
759,Sofía,Pérez,sofia.perez759@correo.mx,7227658662,Toluca,Estado de México,México,1,2022-11-25
265,Óscar,Torres,oscar.torres265@empresa.com,7229528924,Guadalajara,Jalisco,México,1,2024-11-12
92,José,López,,7227037910,Puebla,Puebla,México,1,2025-02-17
340,Valeria,Pérez,valeria.perez340@empresa.com,7223269816,Metepec,Estado de México,México,1,2025-08-09
477,Carlos,castillo,carlos.castillo477@correo.mx,7228999703,Guadalajara,Jalisco,México,1,2021-10-02
382,Valeria,De la Cruz,valeria.delacruz382@ventas.net,7227230326,Toluca,Estado de México,México,1,2023-06-27
113,Lucía,Martínez,lucia.martinez113@empresa.com,7224830101,León,Guanajuato,México,1,2024-02-01
450,Óscar,  Vargas  ,oscar.vargas450@empresa.com,7228999505,Monterrey,Nuevo León,México,1,2023-04-02
409,  laura  ,O'Connor,laura.oconnor409@empresa.com,7226002599,Tijuana,Baja California,México,1,2021-05-05
396,Sofía,O'Connor,sofia.oconnor396@correo.mx,7223746750,Querétaro,Querétaro,México,1,2023-07-29
728,DANIELA,Pérez,daniela.perez728@empresa.com,7228913422,Toluca,Estado de México,México,1,2024-05-21
656,Renée,De la Cruz,renee.delacruz656@correo.mx,7227838028,Guadalajara,Jalisco,México,1,2021-10-11
841,Lucía,Sánchez,lucia.sanchez841@example.org,7222361924,León,Guanajuato,México,1,2021-11-18
540,fernando,Ramírez,fernando.ramirez540@ventas.net,7225716667,Metepec,Estado de México,México,1,2024-10-21
824,María,O'Connor,maria.oconnor824@example.org,7229000728,Querétaro,Querétaro,México,1,2022-05-11
236,Miguel,DÍAZ,miguel.diaz236@example.org,7224202649,Puebla,Puebla,México,1,2023-08-03
422,Luis,Ramírez,luis.ramirez422@empresa.com,7226143119,CDMX,Ciudad de México,México,1,2024-08-12
22,DANIELA,O'Connor,,7229546706,CDMX,Ciudad de México,México,0,2025-06-20
672,Sofía,Sánchez,sofia.sanchez672@correo.mx,7223642065,Puebla,Puebla,México,1,2022-02-01
58,fernando,López,,7229308937,Querétaro,Querétaro,México,1,2025-10-20
171,Carlos,Muñoz,carlos.munoz171@correo.mx,7227222502,Monterrey,Nuevo León,México,1,2026-05-24
401,José,García,jose.garcia401@empresa.com,7229178555,Guadalajara,Jalisco,México,1,2025-03-12
89,Miguel,Pérez,,7225471066,Mérida,Yucatán,México,1,2023-05-06
621,Zoë,Martínez,zoe.martinez621@correo.mx,7221869566,Puebla,Puebla,México,1,2023-04-22
653,Zoë,Ramírez,zoe.ramirez653@example.org,7223710588,León,Guanajuato,México,1,2021-02-28
53,  laura  ,López,,7226223030,Mérida,Yucatán,México,1,2022-03-19
537,fernando,De la Cruz,fernando.delacruz537@correo.mx,7221756274,Toluca,Estado de México,México,1,2023-05-09
535,Jorge,López,jorge.lopez535@empresa.com,7228084914,Monterrey,Nuevo León,México,1,2022-04-28
255,Luis,Ramírez,luis.ramirez255@ventas.net,7225927587,Monterrey,Nuevo León,México,1,2024-05-18
808,Zoë,castillo,zoe.castillo808@empresa.com,7229434427,León,Guanajuato,México,1,2026-02-07
452,Iñaki,Ramírez,inaki.ramirez452@ventas.net,7229528014,Querétaro,Querétaro,México,1,2026-04-24
661,DANIELA,castillo,daniela.castillo661@correo.mx,7221479752,León,Guanajuato,México,1,2022-11-15
351,Renée,  Vargas  ,renee.vargas351@empresa.com,7226877645,Tijuana,Baja California,México,1,2025-09-08
250,DANIELA,Sánchez,daniela.sanchez250@ventas.net,7223365704,Monterrey,Nuevo León,México,1,2023-09-07
122,Sofía,Núñez,sofia.nunez122@correo.mx,7226126199,Toluca,Estado de México,México,1,2023-07-12
637,Ángel,Ramírez,angel.ramirez637@correo.mx,7227947964,Puebla,Puebla,México,1,2024-03-03
666,Zoë,  Vargas  ,zoe.vargas666@empresa.com,7222404291,Monterrey,Nuevo León,México,1,2023-01-17
792,María,DÍAZ,maria.diaz792@example.org,7221801796,Mérida,Yucatán,México,1,2023-10-23
839,José,García,jose.garcia839@correo.mx,7223372043,Mérida,Yucatán,México,1,2023-10-29
352,  ZOË  ,castillo,zoe.castillo352@correo.mx,7229536959,Puebla,Puebla,México,1,2025-08-15
608,Jorge,Núñez,jorge.nunez608@ventas.net,7225188994,CDMX,Ciudad de México,México,1,2022-10-09
345,Jorge,O'Connor,jorge.oconnor345@ventas.net,7222936229,CDMX,Ciudad de México,México,1,2024-07-23
623,Zoë,Ramírez,zoe.ramirez623@ventas.net,7229376484,Toluca,Estado de México,México,1,2025-07-14
900,Miguel,García,miguel.garcia900@example.org,7223849100,Metepec,Estado de México,México,1,2022-06-02
86,Valeria,Muñoz,,7228985080,CDMX,Ciudad de México,México,1,2021-05-24
647,DANIELA,Muñoz,daniela.munoz647@correo.mx,7229601234,Puebla,Puebla,México,1,2025-03-27
645,Zoë,Torres,zoe.torres645@ventas.net,7221599755,Tijuana,Baja California,México,1,2023-01-03
436,Luis,castillo,luis.castillo436@empresa.com,7221248871,Toluca,Estado de México,México,1,2023-08-14
76,Renée,castillo,,7227844288,Tijuana,Baja California,México,1,2025-11-14
201,Jorge,  Vargas  ,jorge.vargas201@empresa.com,7228294392,Querétaro,Querétaro,México,1,2022-10-04
433,  ÁNGEL  ,castillo,angel.castillo433@ventas.net,7225482849,Monterrey,Nuevo León,México,1,2023-07-03
371,Zoë,Muñoz,zoe.munoz371@ventas.net,7222629459,Monterrey,Nuevo León,México,1,2021-12-30
223,  MIGUEL  ,O'Connor,miguel.oconnor223@ventas.net,7228158240,Querétaro,Querétaro,México,1,2021-12-23
684,Ana,Martínez,ana.martinez684@ventas.net,7227900124,Tijuana,Baja California,México,1,2025-01-16
840,Lucía,castillo,lucia.castillo840@ventas.net,7225916350,Tijuana,Baja California,México,1,2022-04-04
210,DANIELA,Hernández,daniela.hernandez210@correo.mx,7224177631,Toluca,Estado de México,México,1,2025-04-25
487,  laura  ,castillo,laura.castillo487@correo.mx,7227439002,Guadalajara,Jalisco,México,1,2025-01-03
585,Zoë,García,zoe.garcia585@empresa.com,7223551583,Puebla,Puebla,México,1,2021-04-07
660,José,Hernández,jose.hernandez660@empresa.com,7224827000,Guadalajara,Jalisco,México,1,2022-12-07
790,Carlos,López,carlos.lopez790@example.org,7225856997,Metepec,Estado de México,México,1,2024-10-20
576,fernando,O'Connor,fernando.oconnor576@example.org,7228288965,Monterrey,Nuevo León,México,1,2021-07-31
65,fernando,García,,7227123016,Puebla,Puebla,México,1,2026-05-28
683,fernando,Sánchez,fernando.sanchez683@correo.mx,7225619698,Querétaro,Querétaro,México,1,2024-11-15
390,Jorge,Pérez,jorge.perez390@empresa.com,7226644660,Mérida,Yucatán,México,1,2021-01-16
193,  laura  ,Martínez,laura.martinez193@ventas.net,7228912906,León,Guanajuato,México,1,2021-09-16
260,fernando,O'Connor,fernando.oconnor260@correo.mx,7222008682,Querétaro,Querétaro,México,1,2025-06-05
336,MÓNICA,Hernández,monica.hernandez336@example.org,7228294209,Puebla,Puebla,México,1,2022-01-01
386,Ángel,Muñoz,angel.munoz386@empresa.com,7226410085,Toluca,Estado de México,México,1,2024-02-26
404,Carlos,Ramírez,carlos.ramirez404@ventas.net,7224011164,Guadalajara,Jalisco,México,1,2022-10-16
677,  IÑAKI  ,Núñez,inaki.nunez677@ventas.net,7226147132,Guadalajara,Jalisco,México,1,2021-05-26
835,Sofía,Ramírez,sofia.ramirez835@example.org,7229189950,Tijuana,Baja California,México,1,2024-09-25
471,Sofía,Pérez,sofia.perez471@correo.mx,7222611896,Guadalajara,Jalisco,México,1,2024-07-23
848,Luis,Pérez,luis.perez848@empresa.com,7221221962,Tijuana,Baja California,México,1,2025-03-25
795,Lucía,DÍAZ,lucia.diaz795@empresa.com,7229032177,Metepec,Estado de México,México,1,2021-06-21
305,ramón,López,ramon.lopez305@ventas.net,7229167247,CDMX,Ciudad de México,México,1,2025-03-28
219,Jorge,Hernández,jorge.hernandez219@correo.mx,7225008362,Guadalajara,Jalisco,México,1,2022-04-05
655,Iñaki,Sánchez,inaki.sanchez655@empresa.com,7228942806,Mérida,Yucatán,México,1,2022-06-03
526,Carlos,O'Connor,carlos.oconnor526@ventas.net,7226282719,Guadalajara,Jalisco,México,1,2025-08-13
46,fernando,Núñez,,7227369436,Puebla,Puebla,México,0,2023-03-26
240,MÓNICA,Torres,monica.torres240@ventas.net,7228597647,Puebla,Puebla,México,1,2022-11-17
593,Jorge,castillo,jorge.castillo593@ventas.net,7225495096,Puebla,Puebla,México,1,2023-12-14
276,Luis,  Vargas  ,luis.vargas276@empresa.com,7229866861,León,Guanajuato,México,1,2026-04-09
505,Renée,Torres,renee.torres505@empresa.com,7226304758,Querétaro,Querétaro,México,1,2023-01-02
282,  laura  ,DÍAZ,laura.diaz282@ventas.net,7227532001,CDMX,Ciudad de México,México,1,2026-04-27
882,DANIELA,Hernández,daniela.hernandez882@example.org,7228217696,Toluca,Estado de México,México,1,2026-03-23
805,ramón,castillo,ramon.castillo805@ventas.net,7225436221,Toluca,Estado de México,México,1,2021-10-31
764,MÓNICA,Torres,monica.torres764@example.org,7228437775,Monterrey,Nuevo León,México,1,2025-06-26
698,fernando,Torres,fernando.torres698@empresa.com,7223139030,León,Guanajuato,México,1,2022-12-14
348,  laura  ,DÍAZ,laura.diaz348@ventas.net,7223635446,Metepec,Estado de México,México,1,2025-05-26
866,Sofía,Martínez,sofia.martinez866@correo.mx,7225864651,Monterrey,Nuevo León,México,1,2023-06-30
212,Sofía,García,sofia.garcia212@ventas.net,7229944634,Toluca,Estado de México,México,1,2025-07-01
785,Renée,castillo,renee.castillo785@ventas.net,7223484731,León,Guanajuato,México,1,2022-01-30
179,DANIELA,Núñez,daniela.nunez179@correo.mx,7224877454,Toluca,Estado de México,México,1,2025-09-04
383,Zoë,DÍAZ,zoe.diaz383@example.org,7222500254,Tijuana,Baja California,México,1,2026-03-23
455,  LUCÍA  ,castillo,lucia.castillo455@example.org,7221943325,Guadalajara,Jalisco,México,1,2024-04-23
231,Ana,García,ana.garcia231@empresa.com,7229569774,Mérida,Yucatán,México,1,2021-01-22
107,Valeria,Núñez,valeria.nunez107@ventas.net,7221504752,Querétaro,Querétaro,México,1,2025-07-25
79,Ana,García,,7224773101,Metepec,Estado de México,México,1,2025-05-04
440,Miguel,Torres,miguel.torres440@example.org,7228705902,Puebla,Puebla,México,1,2026-05-08
181,Sofía,López,sofia.lopez181@empresa.com,7229249992,Querétaro,Querétaro,México,1,2024-03-01
729,Luis,Núñez,luis.nunez729@example.org,7228457573,Querétaro,Querétaro,México,1,2021-03-24
870,Renée,Torres,renee.torres870@example.org,7224926060,Mérida,Yucatán,México,1,2022-06-02
304,MÓNICA,Hernández,monica.hernandez304@correo.mx,7228657049,CDMX,Ciudad de México,México,1,2025-02-22
245,Zoë,castillo,zoe.castillo245@empresa.com,7221525217,Mérida,Yucatán,México,1,2023-09-23
337,  laura  ,López,laura.lopez337@ventas.net,7227061449,Toluca,Estado de México,México,1,2026-02-26
322,ramón,DÍAZ,ramon.diaz322@correo.mx,7229754503,Tijuana,Baja California,México,1,2026-04-18
494,José,Núñez,jose.nunez494@example.org,7226907967,Puebla,Puebla,México,1,2021-08-24
739,Zoë,DÍAZ,zoe.diaz739@example.org,7229222641,Monterrey,Nuevo León,México,1,2022-03-17
167,Zoë,Torres,zoe.torres167@correo.mx,7229425625,CDMX,Ciudad de México,México,1,2024-01-30
762,Zoë,Muñoz,zoe.munoz762@empresa.com,7221328777,Monterrey,Nuevo León,México,1,2026-01-03
624,Valeria,Muñoz,valeria.munoz624@correo.mx,7223753759,Puebla,Puebla,México,1,2025-06-09
7,Zoë,  Vargas  ,,7227719618,Toluca,Estado de México,México,0,2022-11-20
180,ramón,Pérez,ramon.perez180@correo.mx,7228242240,Querétaro,Querétaro,México,1,2022-01-09
862,Ángel,Pérez,angel.perez862@empresa.com,7226903352,Puebla,Puebla,México,1,2021-03-24
714,DANIELA,Hernández,daniela.hernandez714@example.org,7229387265,Toluca,Estado de México,México,1,2025-08-12
204,ramón,Núñez,ramon.nunez204@example.org,7227662944,Guadalajara,Jalisco,México,1,2021-11-23
442,Zoë,Martínez,zoe.martinez442@empresa.com,7222425372,Monterrey,Nuevo León,México,1,2025-08-24
519,Óscar,Torres,oscar.torres519@correo.mx,7226919909,Guadalajara,Jalisco,México,1,2023-03-16
497,Jorge,Muñoz,jorge.munoz497@ventas.net,7224483557,Guadalajara,Jalisco,México,1,2023-06-13
237,Carlos,López,carlos.lopez237@empresa.com,7222726787,Puebla,Puebla,México,1,2026-05-28
772,DANIELA,Pérez,daniela.perez772@empresa.com,7223716503,Monterrey,Nuevo León,México,1,2024-02-14
407,Miguel,Hernández,miguel.hernandez407@empresa.com,7223092502,Mérida,Yucatán,México,1,2021-12-12
758,DANIELA,Hernández,daniela.hernandez758@empresa.com,7224814187,León,Guanajuato,México,1,2021-09-30
643,José,castillo,jose.castillo643@correo.mx,7221211204,CDMX,Ciudad de México,México,1,2025-07-08
473,María,castillo,maria.castillo473@ventas.net,7222494462,Puebla,Puebla,México,1,2025-04-10
687,Miguel,Torres,miguel.torres687@correo.mx,7223708595,Querétaro,Querétaro,México,1,2023-06-05
667,Óscar,DÍAZ,oscar.diaz667@ventas.net,7221109722,Tijuana,Baja California,México,1,2023-05-20
595,DANIELA,Pérez,daniela.perez595@ventas.net,7227058138,Mérida,Yucatán,México,1,2024-09-27
136,Ana,De la Cruz,ana.delacruz136@example.org,7221016727,Tijuana,Baja California,México,1,2023-05-23
443,José,castillo,jose.castillo443@ventas.net,7221723454,León,Guanajuato,México,1,2025-10-11
316,Renée,Martínez,renee.martinez316@ventas.net,7226806449,Tijuana,Baja California,México,1,2025-06-09
137,José,Hernández,jose.hernandez137@ventas.net,7229628773,Monterrey,Nuevo León,México,1,2021-11-24
654,Sofía,López,sofia.lopez654@ventas.net,7229740708,León,Guanajuato,México,1,2023-02-27
283,Renée,Muñoz,renee.munoz283@correo.mx,7228243861,Monterrey,Nuevo León,México,1,2024-11-22
525,DANIELA,Martínez,daniela.martinez525@ventas.net,7226146538,Toluca,Estado de México,México,1,2024-02-19
591,ramón,  Vargas  ,ramon.vargas591@ventas.net,7224648226,Monterrey,Nuevo León,México,1,2025-01-12
154,María,O'Connor,maria.oconnor154@example.org,7228979051,Puebla,Puebla,México,1,2024-06-09
582,MÓNICA,Muñoz,monica.munoz582@example.org,7227688716,Guadalajara,Jalisco,México,1,2022-04-11
104,Zoë,García,zoe.garcia104@empresa.com,7223277647,Toluca,Estado de México,México,1,2022-02-13
30,Sofía,Ramírez,,7221249855,Mérida,Yucatán,México,0,2022-03-19
476,Ángel,Torres,angel.torres476@example.org,7229062038,Guadalajara,Jalisco,México,1,2022-12-02
814,Iñaki,O'Connor,inaki.oconnor814@empresa.com,7223114401,Querétaro,Querétaro,México,1,2021-02-23
800,  SOFÍA  ,López,sofia.lopez800@example.org,7223425345,Monterrey,Nuevo León,México,1,2024-03-14
430,Miguel,castillo,miguel.castillo430@correo.mx,7229952944,León,Guanajuato,México,1,2025-04-21
657,Zoë,De la Cruz,zoe.delacruz657@empresa.com,7223928097,Tijuana,Baja California,México,1,2021-10-16
133,Miguel,Sánchez,miguel.sanchez133@correo.mx,7226761898,Toluca,Estado de México,México,1,2021-10-20
105,Luis,Martínez,luis.martinez105@ventas.net,7223262552,Tijuana,Baja California,México,1,2023-10-15
185,Jorge,De la Cruz,jorge.delacruz185@correo.mx,7223992601,León,Guanajuato,México,1,2021-05-13
389,Luis,  Vargas  ,luis.vargas389@empresa.com,7223512681,Metepec,Estado de México,México,1,2022-10-16
559,Carlos,Hernández,carlos.hernandez559@ventas.net,7221934762,Toluca,Estado de México,México,1,2026-04-25
842,Zoë,López,zoe.lopez842@ventas.net,7227570154,Metepec,Estado de México,México,1,2025-08-28
767,Jorge,García,jorge.garcia767@example.org,7224830640,Tijuana,Baja California,México,1,2022-11-13
177,Ángel,López,angel.lopez177@example.org,7227585586,Tijuana,Baja California,México,1,2024-03-20
403,fernando,López,fernando.lopez403@ventas.net,7227856369,León,Guanajuato,México,1,2023-02-09
778,Lucía,DÍAZ,lucia.diaz778@ventas.net,7221362212,Tijuana,Baja California,México,1,2024-06-19
565,Iñaki,Núñez,inaki.nunez565@example.org,7226569176,Metepec,Estado de México,México,1,2021-02-22
791,Ángel,López,angel.lopez791@empresa.com,7228104590,León,Guanajuato,México,1,2025-10-17
495,Renée,Martínez,renee.martinez495@correo.mx,7229828625,Guadalajara,Jalisco,México,1,2022-10-09
292,Jorge,O'Connor,jorge.oconnor292@empresa.com,7227204536,Puebla,Puebla,México,1,2024-05-13
617,Valeria,Torres,valeria.torres617@ventas.net,7227698855,Puebla,Puebla,México,1,2025-03-17
715,MÓNICA,castillo,monica.castillo715@empresa.com,7227374486,Metepec,Estado de México,México,1,2023-06-10
686,  laura  ,De la Cruz,laura.delacruz686@ventas.net,7228478408,Tijuana,Baja California,México,1,2024-09-16
498,Carlos,Torres,carlos.torres498@empresa.com,7228621915,Monterrey,Nuevo León,México,1,2025-09-06
4,Valeria,García,,7225149877,Guadalajara,Jalisco,México,0,2025-07-30
262,ramón,Ramírez,ramon.ramirez262@correo.mx,7224437641,Mérida,Yucatán,México,1,2025-03-13
811,Ana,De la Cruz,ana.delacruz811@ventas.net,7224389308,Metepec,Estado de México,México,1,2021-04-10
